47,18.2333,17.5698,6.64469,6.37132,28.7346,27.653,5.61531,5.42518,3.55967,42.2286,41.5203,9.00756,35.9436,13.4573,25.8607,20.2248,2.16238,8.77443,8.05759,105.263,4.70641,11.3054,0.904133,5.92736,464.677,235.852,0.0,0.523879,0.437475,0.539462,0.509464,0.0,0.0,0.0,0.0,0.0,-6.94149,0.303109,0.0,0.0,72.0,neutral
48,18.2805,17.5352,6.57145,6.3475,28.5189,27.5207,5.65342,5.4916,3.57324,42.4319,41.5299,9.10616,35.9409,13.5009,25.8032,19.9901,2.07616,8.76053,8.04843,105.263,4.70037,11.2238,1.19998,5.88367,464.392,235.792,0.0,0.545701,0.467266,0.540163,0.483616,0.0,0.0,0.0,0.0,0.0,-4.41783,0.305699,0.0,0.0,68.0,neutral
52,18.2216,17.4357,6.46677,6.32106,28.5766,27.344,5.58103,5.35534,3.64799,42.612,41.3364,9.00371,36.2375,13.7005,25.6608,20.1537,2.32412,8.60788,8.09695,117.004,4.69734,11.6258,1.0371,5.9544,464.884,235.945,0.0,0.541964,0.50217,0.435362,0.487962,0.0,0.0,0.0,0.0,0.0,-4.41783,0.292746,0.0,0.0,63.4286,neutral
55,18.2629,17.5977,6.48671,6.40121,28.4682,27.3707,5.32595,5.12741,3.70699,42.618,41.3585,9.07039,36.3542,13.9054,25.9005,19.7764,2.0907,8.70848,8.13248,117.004,4.69281,11.4461,1.15184,5.97482,464.851,235.836,0.0,0.539988,0.46178,0.453213,0.473032,0.0,0.0,0.0,0.0,0.0,-4.41783,0.294271,0.0,0.0,62.4,neutral
60,18.0782,17.5838,6.52464,6.42745,28.4508,27.523,5.39949,5.09625,3.65381,42.4408,41.2521,9.22504,36.1919,13.8187,25.1808,19.3272,2.11353,8.24671,8.29457,117.004,4.67952,11.1492,0.594526,6.12829,466.375,235.582,0.0,0.579114,0.456029,0.587696,0.495358,0.0,0.0,0.0,0.0,0.0,-4.41783,0.295337,0.0,0.0,61.6,neutral
64,17.8677,17.119,6.26407,6.07773,27.6,26.5804,5.50664,5.19397,3.71074,42.8459,41.6038,9.36408,35.9004,13.6974,24.8793,19.0939,2.14197,8.43588,8.09326,123.12,4.70748,11.3498,0.380054,6.3506,467.501,235.036,0.0,0.553125,0.456653,0.570589,0.491074,0.0,0.0,0.0,0.0,0.0,-4.41783,0.295337,0.4,0.0,61.2632,neutral
65,17.8055,17.0751,6.13332,5.98268,27.6401,26.636,5.51478,5.20944,3.73,42.7573,41.5186,9.3327,36.0172,13.7762,24.9032,19.0657,2.19784,8.48665,8.03288,130.374,4.71343,11.3369,0.731477,6.42219,467.095,234.901,0.0,0.526994,0.443108,0.460239,0.52981,0.0,0.0,0.0,0.0,0.0,-4.41783,0.295337,0.4,0.0,61.2,neutral
77,17.7804,17.1383,6.44471,6.06934,28.0643,26.9875,5.65282,5.24008,3.68148,42.5773,41.8233,9.30789,35.5918,13.5031,24.6311,19.1664,2.21603,8.21934,8.00833,123.12,4.6809,11.2862,1.12765,6.27316,465.33,234.935,0.0,0.549718,0.477562,0.493081,0.422679,0.0,0.0,0.0,0.0,0.0,-4.41783,0.295337,0.266667,0.0,68.4375,neutral
81,17.8825,17.3028,6.42735,6.0762,28.171,27.2034,5.7656,5.39452,3.81167,42.8927,41.9295,9.50241,35.4007,13.4754,24.3806,18.6216,2.14482,8.26138,7.99124,118.15,4.6996,11.2697,0.812176,6.31034,465.801,234.667,0.0,0.536853,0.536941,0.549868,0.469452,0.0,0.0,0.0,0.0,0.0,-4.41783,0.296392,0.266667,0.0,69.1667,neutral
90,17.7047,17.1968,6.37689,6.2574,27.9464,27.16,5.62397,5.3419,3.79747,42.9195,42.1316,9.42114,35.4796,13.4757,24.6505,18.9639,2.07713,8.22385,8.11865,118.15,4.70365,11.5516,0.582049,6.36494,466.381,235.077,0.0,0.568821,0.465361,0.55795,0.465116,0.0,0.0,0.0,0.0,0.0,-4.41783,0.295337,0.266667,0.0,68.0,neutral
91,17.6594,17.0684,6.37344,6.18312,27.8911,27.1073,5.65869,5.37603,3.78915,43.0542,42.1972,9.41592,35.4607,13.4735,24.7951,19.0351,2.0293,8.15962,8.07189,118.15,4.7038,11.5017,1.03914,6.46181,465.838,235.143,0.0,0.56662,0.44541,0.553875,0.479416,0.0,0.0,0.0,0.0,0.0,-4.41783,0.295337,0.533333,0.0,67.8261,neutral
92,17.6433,17.0061,6.43016,6.16039,27.8791,27.0385,5.65588,5.3809,3.79527,43.0454,42.0738,9.41345,35.615,13.5936,24.611,18.8535,2.09144,8.12385,8.16316,123.12,4.70622,11.6795,0.751075,6.54251,466.27,235.357,0.0,0.561989,0.444844,0.524618,0.492681,0.0,0.0,0.0,0.0,0.0,-4.41783,0.295337,0.266667,0.0,67.6596,neutral
93,17.6619,16.987,6.50628,6.14919,28.0421,27.1479,5.60598,5.39983,3.77167,42.7769,42.0357,9.21124,35.8026,13.6369,24.858,19.2519,2.18549,8.05806,8.16683,123.12,4.71736,11.705,0.851957,6.40186,466.01,235.572,0.0,0.536353,0.473956,0.513854,0.487651,0.0,0.0,0.0,0.0,0.0,-4.41783,0.293814,0.533333,0.0,67.5,neutral
96,17.6899,17.3736,6.82633,6.3897,28.8945,28.1333,5.16242,4.98951,3.80809,42.5758,41.9131,9.2944,35.6759,13.6571,24.7797,18.899,1.87466,7.8631,8.26798,123.12,4.70924,11.0852,0.836261,6.44703,466.02,235.921,0.0,0.525654,0.413643,0.474688,0.578548,0.0,0.0,0.0,0.0,0.0,-4.41783,0.293814,0.266667,0.0,67.0588,neutral
102,17.9489,17.6245,6.70018,6.39555,28.6036,28.039,5.09397,4.95819,3.77341,42.7555,41.7644,9.17049,35.797,13.6437,24.8361,19.2829,2.09757,8.34072,8.16435,123.12,4.7103,11.3586,0.669215,6.21523,466.268,236.103,0.0,0.54519,0.426301,0.487044,0.473441,0.0,0.0,0.0,0.0,0.0,-4.41783,0.293814,0.266667,0.0,68.1053,neutral
