49,14.1897,14.2846,6.91292,7.46593,24.7053,24.9468,5.02815,5.12806,2.84296,40.2916,40.8038,11.745,34.6768,12.3472,25.3393,21.701,2.48133,8.50796,8.52088,101.317,6.45517,4.54653,0.717448,1.65933,686.896,413.802,0.0,0.483106,0.472268,0.487412,0.592422,0.0,0.0,0.0,0.0,0.0,-5.38971,0.157509,0.0,0.0,76.5,sad
57,14.0564,14.7443,7.02379,7.57462,24.765,25.3565,5.10129,5.28199,2.65896,40.2024,40.8184,11.2986,34.7507,12.0061,26.7762,23.6159,2.56181,8.62686,8.49888,101.317,6.45507,2.59571,1.55625,1.29512,692.671,411.78,0.0,0.612918,0.446884,0.591525,0.584987,0.0,0.0,0.0,0.0,0.0,-6.34066,0.124088,0.0,0.0,65.5,sad
59,13.9951,14.7328,6.93646,7.57998,24.9431,25.4897,5.16277,5.35224,2.48003,40.2936,40.5686,11.0523,34.9205,11.9067,27.2483,24.4145,2.68074,8.62575,8.51548,101.317,6.46662,2.87982,0.782041,1.8156,696.926,413.12,0.0,0.585671,0.393266,0.59323,0.528731,0.0,0.0,0.0,0.0,0.0,-6.34066,0.160584,0.0,0.0,64.7143,sad
69,14.2416,14.5984,7.11993,7.80505,24.4679,25.3125,4.87771,5.09567,2.70154,40.9943,40.9345,10.8379,34.7885,11.9146,26.2211,23.9484,3.30038,9.10591,8.46384,101.317,6.49087,-1.38234,-0.883948,3.05546,699.335,414.86,0.0,0.535828,0.413398,0.418573,0.50568,0.0,0.0,0.0,0.0,0.0,-1.80887,0.253676,0.0,0.0,62.75,sad
71,14.3036,14.7509,7.1343,7.8911,24.428,25.2143,4.86818,5.16687,2.7925,40.8997,40.9225,11.0659,34.5215,11.8469,26.0011,23.4506,3.02912,9.42145,8.5207,101.317,6.47805,-2.10514,-1.00093,2.61337,698.404,412.944,0.0,0.545244,0.430085,0.44631,0.567465,0.0,0.0,0.0,0.0,0.0,-1.80887,0.139194,0.0,0.0,65.5385,sad
75,14.4322,14.7963,7.34998,8.05135,25.0089,25.5524,4.76232,5.0367,2.69049,40.7984,40.9166,11.102,34.6889,12.0161,26.1521,23.3388,2.94918,9.56744,8.48428,101.317,6.48599,-2.12254,-1.1215,2.57248,699.773,413.928,0.0,0.516493,0.438572,0.404573,0.547711,0.0,0.0,0.0,0.0,0.0,-1.80887,0.140511,0.0,0.0,68.8,sad
78,14.4024,14.8052,7.27539,8.15584,24.9126,25.6761,4.65253,4.94133,2.64545,40.7863,40.9445,11.0701,34.7818,12.0398,26.4344,23.4415,2.86229,9.56036,8.56345,101.317,6.48847,-2.26783,-1.29002,2.54148,699.974,413.981,0.0,0.529157,0.436866,0.449672,0.606632,0.0,0.0,0.0,0.0,0.0,-1.80887,0.140511,0.0,0.0,69.8182,sad
82,14.522,15.0951,7.3371,8.14143,25.125,25.8382,4.69853,4.8685,2.56025,40.5999,40.8471,11.031,34.8433,12.0658,26.3787,23.3676,2.9124,9.78279,8.62564,101.317,6.49344,-2.21747,-1.24816,2.59076,699.949,414.349,0.0,0.54452,0.439742,0.500481,0.572117,0.0,0.0,0.0,0.0,0.0,-1.80887,0.140511,0.166667,0.0,70.2162,sad
84,14.4494,14.9157,7.31423,8.12424,25.0511,25.6277,4.67,4.87162,2.59094,40.711,40.9395,11.1121,34.861,12.1315,26.2089,23.3116,2.94982,9.61294,8.60271,101.317,6.4947,-2.33282,-1.07956,2.58327,699.612,413.831,0.0,0.622972,0.444366,0.62185,0.579732,0.0,0.0,0.0,0.0,0.0,-1.80887,0.140511,0.166667,0.0,70.0,sad
90,14.4666,14.8339,7.2993,7.96467,25.0654,25.5027,4.74963,4.96414,2.71728,40.5798,40.8104,11.0929,34.8141,12.1331,26.2087,23.1028,2.85384,9.65246,8.65163,101.317,6.4892,-2.04869,-1.29276,2.51233,699.923,414.096,0.0,0.635203,0.451529,0.577385,0.585122,0.0,0.0,0.0,0.0,0.0,-1.80887,0.139194,0.166667,0.0,68.8,sad
92,14.4883,14.91,7.23332,8.029,24.9376,25.5115,4.70243,4.95631,2.66169,40.7084,40.9887,11.0944,34.7914,12.0964,26.1533,23.2159,3.0229,9.71228,8.60821,101.317,6.4825,-2.14693,-1.31136,2.54841,700.039,414.28,0.0,0.617741,0.427632,0.594919,0.598482,0.0,0.0,0.0,0.0,0.0,-1.80887,0.139194,0.166667,0.0,68.4255,sad
