46,15.9519,15.2676,6.5808,6.37137,24.6442,23.9704,4.27063,4.33608,4.22084,40.9543,40.4849,11.1953,33.9917,12.6939,23.984,17.5171,1.94189,10.1408,9.15011,114.784,4.6089,9.89378,2.25075,9.54688,421.115,236.033,0.0,0.48668,0.481281,0.574829,0.502567,0.0,0.0,0.0,0.0,0.0,7.31269,-0.390625,0.0,0.0,60.0,surprised
54,15.5299,14.8501,6.39271,6.22342,24.3074,23.5235,4.0756,4.18429,4.36562,41.0479,40.6018,11.182,34.0735,12.8451,23.8823,17.182,1.87064,9.93808,9.22845,118.15,4.59879,9.32214,2.5076,9.10069,418.593,236.376,0.0,0.484614,0.475161,0.571522,0.472884,0.0,0.0,0.0,0.0,0.0,6.25789,0.324607,0.0,0.0,60.0,surprised
65,15.5086,14.6554,6.52524,6.19457,24.6262,23.7553,4.09264,4.24288,4.2275,41.3137,40.8008,11.0701,34.2644,12.9796,23.976,17.2374,1.7746,9.67465,9.18795,118.15,4.57985,8.84,2.44041,8.91828,416.961,236.346,0.0,0.545521,0.475687,0.463908,0.411074,0.0,0.0,0.0,0.0,0.0,6.25789,0.327225,0.0,0.0,60.0,surprised
75,15.3595,14.7588,6.4611,6.21051,24.3341,23.6168,4.11859,4.15883,4.22221,41.5161,40.8231,10.9878,34.183,12.8621,24.2075,17.5282,1.82905,9.85947,9.27925,118.15,4.5884,8.75755,2.35909,9.01075,416.568,236.318,0.0,0.576681,0.5124,0.527143,0.448921,0.0,0.0,0.0,0.0,0.0,6.25789,0.327225,0.0,0.0,66.8,surprised
91,15.688,15.2657,6.99031,6.79305,25.5037,25.1724,2.91248,2.93963,4.53968,40.9734,40.1885,10.7461,34.4474,13.0071,24.0985,17.7405,1.93827,9.80489,9.34303,133.101,4.56991,8.21629,1.68016,9.27595,417.35,237.417,0.0,0.518493,0.533757,0.474272,0.562632,88.2687,366.667,0.1,466.667,0.183333,6.25789,0.325521,0.0,0.0,67.3043,surprised
95,15.3979,15.0691,6.87664,6.70751,24.641,24.1899,2.19801,2.04132,4.55637,41.5739,40.9246,10.6002,34.5771,13.1521,24.0462,17.7753,2.18065,10.2263,9.37221,133.101,4.56136,6.50792,0.538558,9.56624,416.866,237.362,0.0,0.518493,0.557919,0.474272,0.35527,88.2687,366.667,0.1,466.667,0.183333,6.25789,0.325521,0.0,0.0,66.72,surprised
98,15.2904,14.8123,6.69472,6.50683,24.1553,23.5546,2.802,2.66003,4.54239,41.6246,41.2541,10.6287,34.4323,13.0331,23.84,17.7347,2.31663,10.1534,9.41712,133.101,4.55866,6.45797,0.583559,9.66013,416.637,237.622,0.0,0.635772,0.493305,0.507303,0.213144,88.2687,366.667,0.1,466.667,0.183333,6.25789,0.325521,0.0,0.0,66.7924,surprised
112,15.2132,14.7842,6.73675,6.4621,24.1645,23.5931,3.58191,3.82229,4.51228,41.7976,41.2652,10.9117,34.1011,12.954,23.832,17.2083,1.95227,10.1005,9.27089,133.101,4.52688,6.8145,1.15862,9.66475,415.503,237.29,0.0,0.493645,0.461629,0.582837,0.413969,88.2687,366.667,0.1,466.667,0.183333,6.25789,0.327225,0.0,0.0,68.2388,surprised
134,14.9449,14.4641,6.41377,6.29981,24.1394,23.3693,3.78271,3.84064,4.39099,41.5735,41.0636,10.9089,34.4155,13.1663,23.4845,17.1805,2.05064,9.62796,9.43404,133.101,4.55478,7.81545,1.69044,9.25401,417.203,237.106,0.0,0.517761,0.460133,0.489798,0.408479,88.2687,366.667,0.1,466.667,0.183333,6.25789,0.326316,0.0,0.0,67.618,surprised
135,14.9044,14.4477,6.43576,6.28781,24.1724,23.3716,3.90571,3.96175,4.40075,41.3651,40.8593,11.0286,34.4643,13.222,23.5448,16.9465,2.04725,9.71378,9.36071,133.101,4.55365,7.81695,1.52516,9.1345,417.641,236.919,0.0,0.548297,0.478798,0.484059,0.424746,88.2687,366.667,0.1,466.667,0.183333,6.25789,0.326316,0.0,0.0,67.6667,surprised
140,15.1805,14.5835,6.43536,6.29312,24.2394,23.699,4.00751,4.00713,4.4958,40.668,39.8121,11.1864,35.3129,13.8302,23.5156,16.0848,1.98501,9.88157,9.41391,137.5,4.57678,8.50907,1.65828,9.04796,418.182,236.206,0.0,0.551489,0.454531,0.426644,0.479569,88.2687,366.667,0.1,466.667,0.183333,6.25789,0.326316,0.0,0.0,67.5789,surprised
144,15.2926,14.618,6.50062,6.39257,24.5141,23.9991,4.14426,4.11503,4.47132,40.1509,38.9143,11.2415,35.7026,14.0362,23.182,15.5952,2.1263,10.0189,9.47757,137.5,4.56699,8.29992,1.69096,9.0617,417.601,236.192,0.0,0.560414,0.517363,0.465206,0.406674,88.2687,366.667,0.1,466.667,0.183333,6.25789,0.327225,0.0,0.0,67.5152,surprised
157,14.9275,14.1013,6.55889,6.61908,24.1958,23.4878,3.68932,3.92495,4.27524,38.77,37.8304,11.4608,37.753,15.3719,23.1829,14.7785,2.34498,9.63012,9.72608,154.451,4.52989,6.75255,1.8962,9.60964,417.212,233.448,0.0,0.519747,0.415376,0.479421,0.417344,88.2687,366.667,0.1,466.667,0.183333,6.25789,0.335979,0.0,0.0,66.75,surprised
160,15.0882,14.2363,6.64133,6.7105,24.6374,23.8635,3.6881,3.89843,4.26522,38.4051,37.6534,11.5411,38.1013,15.6694,23.2037,14.4759,2.33182,9.54354,9.55687,154.451,4.53055,6.93589,2.06198,9.78596,417.882,233.514,0.0,0.556758,0.419799,0.471527,0.35507,88.2687,366.667,0.1,466.667,0.183333,6.25789,0.335979,0.0,0.0,66.887,surprised
